task_id,wo_id,task_seq,discipline,description,task_status,planned_hours,actual_hours,origin_system
WOT-0000772,WO-000302,4,Piping,Really level defense lose shoulder,Completed,5.99,,GCP-BigQuery
WOT-0000773,WO-000303,1,Structural,Southern heavy hundred step according act,Open,14.13,,GCP-BigQuery
WOT-0000774,WO-000304,1,Structural,Air boy fact create one she,Completed,13.51,11.86,GCP-BigQuery
WOT-0000775,WO-000304,2,Piping,Wish current exist,Completed,9.48,11.23,GCP-BigQuery
WOT-0000776,WO-000304,3,Electrical,Those responsibility fund never condition,Completed,31.71,31.45,GCP-BigQuery
WOT-0000777,WO-000304,4,Structural,Compare energy big,Completed,25.79,35.51,GCP-BigQuery
WOT-0000778,WO-000305,1,Mechanical,Her skin book very,Completed,23.62,29.83,GCP-BigQuery
WOT-0000779,WO-000305,2,Electrical,Lay hard head commercial money,Completed,33.16,35.56,GCP-BigQuery
WOT-0000780,WO-000306,1,Structural,Think there assume certain under some court her,Open,35.41,,GCP-BigQuery
WOT-0000781,WO-000306,2,Mechanical,Fish involve player TV several onto,Completed,31.9,,GCP-BigQuery
WOT-0000782,WO-000306,3,Piping,Family chance easy picture evidence call meet,In Progress,22.32,,GCP-BigQuery
WOT-0000783,WO-000307,1,Electrical,Though decide bank likely professional ask meet seem,In Progress,34.43,,GCP-BigQuery
WOT-0000784,WO-000307,2,Piping,Hear million condition Republican moment low what,Open,22.43,,GCP-BigQuery
WOT-0000785,WO-000307,3,Electrical,Environmental husband TV once already detail data,Completed,19.04,,GCP-BigQuery
WOT-0000786,WO-000308,1,Piping,How fill thousand number very,Completed,3.94,5.54,GCP-BigQuery
WOT-0000787,WO-000308,2,Structural,Effort be seem far million discover,Completed,33.41,23.99,GCP-BigQuery
WOT-0000788,WO-000308,3,I&C,Let perform international,Completed,23.37,17.38,GCP-BigQuery
WOT-0000789,WO-000308,4,Electrical,It happen marriage event agent kid enter,Completed,14.17,20.27,GCP-BigQuery
WOT-0000790,WO-000309,1,Electrical,Grow bar successful mention,Completed,15.6,,GCP-BigQuery
WOT-0000791,WO-000309,2,Electrical,Skill unit better author,Open,36.9,,GCP-BigQuery
WOT-0000792,WO-000309,3,Structural,National free push,Completed,11.1,,GCP-BigQuery
WOT-0000793,WO-000310,1,Piping,Few spring raise ever relationship,Completed,16.91,20.72,GCP-BigQuery
WOT-0000794,WO-000311,1,Piping,Your sell science treatment,Open,30.11,,GCP-BigQuery
WOT-0000795,WO-000311,2,Piping,Show example get,Completed,5.26,,GCP-BigQuery
WOT-0000796,WO-000311,3,Mechanical,Watch state serious activity pressure writer,Open,7.04,,GCP-BigQuery
WOT-0000797,WO-000312,1,Electrical,Tend dinner rich decide,Completed,36.71,29.13,GCP-BigQuery
WOT-0000798,WO-000312,2,Piping,Middle skill serious reveal left,Completed,23.82,20.24,GCP-BigQuery
WOT-0000799,WO-000312,3,Electrical,Fine could show recently,Completed,16.0,21.81,GCP-BigQuery
WOT-0000800,WO-000312,4,Electrical,Just table air catch them,Completed,7.49,9.11,GCP-BigQuery
WOT-0000801,WO-000313,1,Structural,Wall act special strong fund,Completed,28.11,21.46,GCP-BigQuery
WOT-0000802,WO-000313,2,Electrical,International sell several real federal only,Completed,36.5,38.87,GCP-BigQuery
WOT-0000803,WO-000313,3,Piping,Size two child well form picture owner,Completed,27.07,37.98,GCP-BigQuery
WOT-0000804,WO-000314,1,I&C,Off hospital high we as hit little forget,Completed,22.19,,GCP-BigQuery
WOT-0000805,WO-000314,2,I&C,Police fight commercial push concern step owner,Completed,4.76,,GCP-BigQuery
WOT-0000806,WO-000314,3,Piping,Cost attorney white,Open,6.8,,GCP-BigQuery
WOT-0000807,WO-000314,4,Electrical,Day fact modern lawyer happy,In Progress,16.7,,GCP-BigQuery
WOT-0000808,WO-000315,1,Piping,Commercial teacher improve,In Progress,17.3,,GCP-BigQuery
WOT-0000809,WO-000315,2,I&C,Writer can industry sea,Open,13.83,,GCP-BigQuery
WOT-0000810,WO-000316,1,Structural,Western tend candidate day it report,Open,38.89,,GCP-BigQuery
WOT-0000811,WO-000316,2,I&C,City offer financial data respond learn cut,Open,14.43,,GCP-BigQuery
WOT-0000812,WO-000316,3,Mechanical,Knowledge station painting east,In Progress,3.4,,GCP-BigQuery
WOT-0000813,WO-000316,4,Electrical,Travel these least office say explain,Completed,37.35,,GCP-BigQuery
WOT-0000814,WO-000317,1,Mechanical,Get successful society hospital statement sure indeed,Completed,15.27,15.93,GCP-BigQuery
WOT-0000815,WO-000317,2,Structural,Tonight run leader treat,Completed,12.52,13.03,GCP-BigQuery
WOT-0000816,WO-000317,3,Mechanical,Recognize believe recognize analysis,Completed,10.04,9.93,GCP-BigQuery
WOT-0000817,WO-000318,1,I&C,Event physical factor trouble,Completed,27.0,38.38,GCP-BigQuery
WOT-0000818,WO-000318,2,Electrical,Training in seven building hard,Completed,26.41,28.8,GCP-BigQuery
WOT-0000819,WO-000318,3,Piping,Mean single improve close,Completed,7.02,7.99,GCP-BigQuery
WOT-0000820,WO-000318,4,Structural,Media left available reason see,Completed,12.83,17.99,GCP-BigQuery
WOT-0000821,WO-000319,1,Mechanical,Gas human create also economy remember,Completed,13.93,,GCP-BigQuery
WOT-0000822,WO-000320,1,Piping,Force security machine attention,In Progress,14.91,,GCP-BigQuery
WOT-0000823,WO-000320,2,Electrical,Prevent require just likely evidence claim stuff,Open,12.04,,GCP-BigQuery
WOT-0000824,WO-000320,3,Piping,Beyond family movement hospital back shake quality child,Open,3.4,,GCP-BigQuery
WOT-0000825,WO-000321,1,Structural,Concern research throughout mother kind answer,Completed,23.87,26.04,GCP-BigQuery
WOT-0000826,WO-000321,2,Structural,Political respond to hospital final appear above,Completed,16.6,13.5,GCP-BigQuery
WOT-0000827,WO-000321,3,Piping,Short up hear draw before instead,Completed,12.49,15.3,GCP-BigQuery
WOT-0000828,WO-000322,1,I&C,Front court protect,Completed,31.26,,GCP-BigQuery
WOT-0000829,WO-000322,2,Structural,When benefit structure professional right,In Progress,33.29,,GCP-BigQuery
WOT-0000830,WO-000322,3,Mechanical,Indeed blue force,Completed,5.48,,GCP-BigQuery
WOT-0000831,WO-000323,1,I&C,Phone person various house into discussion black,Completed,31.77,45.77,GCP-BigQuery
WOT-0000832,WO-000324,1,Mechanical,Community I first home learn at,Completed,13.33,15.05,GCP-BigQuery
WOT-0000833,WO-000324,2,Structural,Practice hard attack despite feeling,Completed,33.27,37.88,GCP-BigQuery
WOT-0000834,WO-000324,3,Mechanical,Matter wrong Republican social two notice edge behind,Completed,7.54,11.06,GCP-BigQuery
WOT-0000835,WO-000324,4,Mechanical,Wonder recent question win really forward,Completed,18.18,17.82,GCP-BigQuery
WOT-0000836,WO-000325,1,Electrical,Within project attack adult treatment large,Completed,16.4,23.88,GCP-BigQuery
WOT-0000837,WO-000325,2,I&C,Political discussion onto write discussion pattern to,Completed,4.38,5.84,GCP-BigQuery
WOT-0000838,WO-000325,3,Mechanical,Door investment during bag case,Completed,22.88,18.37,GCP-BigQuery
WOT-0000839,WO-000326,1,Mechanical,Father charge daughter also type our watch,Completed,10.52,9.56,GCP-BigQuery
WOT-0000840,WO-000326,2,Mechanical,Care fish skin always social increase,Completed,2.54,3.28,GCP-BigQuery
WOT-0000841,WO-000327,1,Structural,Seek director run garden day,Completed,34.51,34.92,GCP-BigQuery
WOT-0000842,WO-000328,1,Piping,Trade professor eat,Completed,14.14,,GCP-BigQuery
WOT-0000843,WO-000328,2,Structural,Part high focus kind accept,In Progress,31.23,,GCP-BigQuery
WOT-0000844,WO-000328,3,Mechanical,Attorney court plant center daughter begin or,Open,11.68,,GCP-BigQuery
WOT-0000845,WO-000328,4,Electrical,Door back right find return,In Progress,21.58,,GCP-BigQuery
WOT-0000846,WO-000329,1,Mechanical,Interest paper field office whose,Completed,38.46,44.63,GCP-BigQuery
WOT-0000847,WO-000329,2,I&C,Even sit bag win huge,Completed,24.39,32.0,GCP-BigQuery
WOT-0000848,WO-000329,3,Electrical,Likely institution participant item,Completed,30.02,23.3,GCP-BigQuery
WOT-0000849,WO-000329,4,Piping,Standard soldier after high,Completed,24.61,33.68,GCP-BigQuery
WOT-0000850,WO-000330,1,Mechanical,Serve TV organization check,Completed,9.83,10.51,GCP-BigQuery
WOT-0000851,WO-000330,2,Structural,Either less law heart,Completed,5.67,4.45,GCP-BigQuery
WOT-0000852,WO-000330,3,Mechanical,Lose four resource cultural trouble above technology room,Completed,9.52,10.44,GCP-BigQuery
WOT-0000853,WO-000331,1,I&C,Man understand wait wife health majority,Completed,30.45,45.5,GCP-BigQuery
WOT-0000854,WO-000331,2,Mechanical,Author those yeah buy usually class several whatever,Completed,8.14,9.6,GCP-BigQuery
WOT-0000855,WO-000332,1,Structural,Meeting major read recent prepare unit,Completed,33.64,40.98,GCP-BigQuery
WOT-0000856,WO-000332,2,Piping,Drug alone spend piece put,Completed,29.19,20.66,GCP-BigQuery
WOT-0000857,WO-000332,3,Mechanical,End lay race effect,Completed,18.5,14.27,GCP-BigQuery
WOT-0000858,WO-000332,4,Mechanical,Official production claim bring begin represent his relationship,Completed,15.59,22.35,GCP-BigQuery
WOT-0000859,WO-000333,1,Piping,Million country institution stop,Completed,35.44,45.05,GCP-BigQuery
WOT-0000860,WO-000334,1,Piping,Reality may mouth though only,Open,7.85,,GCP-BigQuery
WOT-0000861,WO-000334,2,Piping,Sell under thank body of something,In Progress,26.85,,GCP-BigQuery
WOT-0000862,WO-000334,3,I&C,Especially decide security recognize,In Progress,16.04,,GCP-BigQuery
WOT-0000863,WO-000334,4,I&C,Would staff ability,Open,20.59,,GCP-BigQuery
WOT-0000864,WO-000335,1,Electrical,Similar individual indicate explain,Completed,17.9,21.17,GCP-BigQuery
WOT-0000865,WO-000335,2,Electrical,Color hear region cup consider way,Completed,38.32,49.24,GCP-BigQuery
WOT-0000866,WO-000335,3,I&C,Note defense cut seek speak court work,Completed,32.67,25.83,GCP-BigQuery
WOT-0000867,WO-000336,1,Piping,Key tree body player bag beat,Open,20.32,,GCP-BigQuery
WOT-0000868,WO-000336,2,I&C,Everybody garden one long,In Progress,3.46,,GCP-BigQuery
WOT-0000869,WO-000337,1,Electrical,Act entire western program,Open,38.21,,GCP-BigQuery
WOT-0000870,WO-000337,2,Mechanical,Best mission account,Open,10.09,,GCP-BigQuery
WOT-0000871,WO-000337,3,Electrical,Mind while entire magazine series page from radio,In Progress,31.69,,GCP-BigQuery
WOT-0000872,WO-000337,4,Structural,Yourself stage wait professor her arm,Completed,8.74,,GCP-BigQuery
WOT-0000873,WO-000338,1,Electrical,Their south able that I structure,Completed,19.51,19.7,GCP-BigQuery
WOT-0000874,WO-000338,2,Mechanical,Agent but most week,Completed,21.81,20.06,GCP-BigQuery
WOT-0000875,WO-000339,1,Electrical,Happy peace probably little including,Completed,18.13,,GCP-BigQuery
WOT-0000876,WO-000339,2,Electrical,About point walk focus plant,Completed,21.11,,GCP-BigQuery
WOT-0000877,WO-000340,1,I&C,Wide save question,In Progress,31.22,,GCP-BigQuery
WOT-0000878,WO-000341,1,Electrical,Parent hundred partner bank into,Open,32.04,,GCP-BigQuery
WOT-0000879,WO-000341,2,I&C,Would tax toward safe family crime century,Open,2.74,,GCP-BigQuery
WOT-0000880,WO-000342,1,Mechanical,Then size respond all marriage beautiful strategy,In Progress,37.99,,GCP-BigQuery
WOT-0000881,WO-000343,1,Mechanical,Would level to western lot music during,Open,30.96,,GCP-BigQuery
WOT-0000882,WO-000343,2,Piping,Send process become itself,Completed,36.16,,GCP-BigQuery
WOT-0000883,WO-000343,3,Piping,Civil upon total,In Progress,14.63,,GCP-BigQuery
WOT-0000884,WO-000343,4,I&C,Detail election live today but,Open,27.15,,GCP-BigQuery
WOT-0000885,WO-000344,1,I&C,Two plant man somebody,In Progress,29.83,,GCP-BigQuery
WOT-0000886,WO-000345,1,Structural,The use short over popular help,In Progress,18.86,,GCP-BigQuery
WOT-0000887,WO-000346,1,Piping,President size whom join do else,Completed,38.65,53.28,GCP-BigQuery
WOT-0000888,WO-000346,2,Mechanical,Because become scientist visit seat,Completed,25.62,30.29,GCP-BigQuery
WOT-0000889,WO-000346,3,I&C,Of camera finish herself,Completed,22.72,16.98,GCP-BigQuery
WOT-0000890,WO-000347,1,Piping,Financial operation couple,Completed,29.22,,GCP-BigQuery
WOT-0000891,WO-000347,2,I&C,Woman floor half quickly someone mind,In Progress,35.07,,GCP-BigQuery
WOT-0000892,WO-000347,3,Piping,Opportunity blood across system firm staff father despite,In Progress,15.78,,GCP-BigQuery
WOT-0000893,WO-000348,1,I&C,Challenge exist section support still alone floor,In Progress,4.25,,GCP-BigQuery
WOT-0000894,WO-000349,1,I&C,Wrong but you religious long stock manager,Open,8.34,,GCP-BigQuery
WOT-0000895,WO-000350,1,I&C,Arrive special check respond summer various,Completed,10.75,14.16,GCP-BigQuery
WOT-0000896,WO-000351,1,Structural,Red apply tend condition maintain,Completed,16.55,13.05,GCP-BigQuery
WOT-0000897,WO-000351,2,Mechanical,Federal spring treatment city again hot,Completed,5.31,5.38,GCP-BigQuery
WOT-0000898,WO-000351,3,Electrical,Question wrong serious hospital month executive,Completed,3.73,5.48,GCP-BigQuery
WOT-0000899,WO-000351,4,Electrical,Red nature best food social,Completed,21.29,28.91,GCP-BigQuery
WOT-0000900,WO-000352,1,Mechanical,Sure report leader,Completed,12.19,17.76,GCP-BigQuery
WOT-0000901,WO-000353,1,Electrical,Officer kind lot today,Completed,26.64,39.45,GCP-BigQuery
WOT-0000902,WO-000353,2,Structural,Design security same across rise,Completed,22.93,25.81,GCP-BigQuery
WOT-0000903,WO-000353,3,Electrical,Big size teach heavy work quickly collection,Completed,4.08,3.22,GCP-BigQuery
WOT-0000904,WO-000354,1,Mechanical,Benefit wind conference appear,Completed,35.6,44.04,GCP-BigQuery
WOT-0000905,WO-000354,2,Piping,Practice order wide phone identify alone drive,Completed,13.34,16.62,GCP-BigQuery
WOT-0000906,WO-000354,3,Electrical,Few other common seat simply yard provide,Completed,36.94,34.7,GCP-BigQuery
WOT-0000907,WO-000355,1,Electrical,Sing ten practice every,Completed,34.46,48.75,GCP-BigQuery
WOT-0000908,WO-000355,2,Mechanical,Happen build bar majority protect meeting,Completed,36.73,29.25,GCP-BigQuery
WOT-0000909,WO-000355,3,Electrical,Only would look,Completed,18.72,17.53,GCP-BigQuery
WOT-0000910,WO-000356,1,Structural,Some Congress machine popular,Completed,3.39,4.09,GCP-BigQuery
WOT-0000911,WO-000356,2,I&C,Fear by foot research television Mr,Completed,36.43,44.45,GCP-BigQuery
WOT-0000912,WO-000356,3,Structural,Spend after new movie speech major,Completed,38.1,28.97,GCP-BigQuery
WOT-0000913,WO-000356,4,Mechanical,Student much standard prepare send debate probably,Completed,15.65,23.24,GCP-BigQuery
WOT-0000914,WO-000357,1,Piping,Congress out conference never,Completed,36.3,25.94,GCP-BigQuery
WOT-0000915,WO-000358,1,Mechanical,But can deal claim none surface,Completed,15.94,21.96,GCP-BigQuery
WOT-0000916,WO-000359,1,Structural,Be by fear,Completed,8.1,,GCP-BigQuery
WOT-0000917,WO-000359,2,Structural,Commercial with probably eat animal watch toward,In Progress,23.07,,GCP-BigQuery
WOT-0000918,WO-000360,1,Mechanical,Process knowledge officer reason mission,Completed,39.91,47.67,GCP-BigQuery
WOT-0000919,WO-000361,1,I&C,Paper member reach production and already,Completed,16.1,22.94,GCP-BigQuery
WOT-0000920,WO-000361,2,Mechanical,Feel strategy whatever own,Completed,33.21,39.61,GCP-BigQuery
WOT-0000921,WO-000362,1,Piping,Option everyone rock instead near,Completed,35.74,45.14,GCP-BigQuery
WOT-0000922,WO-000362,2,Electrical,High tough hundred bar effect,Completed,17.37,20.5,GCP-BigQuery
WOT-0000923,WO-000362,3,Mechanical,Vote century data picture especially plan,Completed,39.93,44.33,GCP-BigQuery
WOT-0000924,WO-000362,4,Structural,Research nor positive memory clearly,Completed,23.81,33.75,GCP-BigQuery
WOT-0000925,WO-000363,1,Structural,First skin her who,Completed,31.59,23.76,GCP-BigQuery
WOT-0000926,WO-000364,1,Electrical,Back by body nature at,Completed,36.07,47.42,GCP-BigQuery
WOT-0000927,WO-000364,2,Mechanical,Guy four event than,Completed,30.2,31.18,GCP-BigQuery
WOT-0000928,WO-000365,1,Structural,Event better woman develop weight,Completed,17.32,,GCP-BigQuery
WOT-0000929,WO-000365,2,I&C,Compare rock fill start,Completed,13.16,,GCP-BigQuery
WOT-0000930,WO-000365,3,Structural,Believe give occur example even between answer,Completed,29.6,,GCP-BigQuery
WOT-0000931,WO-000366,1,Electrical,Water hope generation scientist whose mother,In Progress,30.19,,GCP-BigQuery
WOT-0000932,WO-000366,2,Mechanical,Think I or else rather require price central,Completed,7.25,,GCP-BigQuery
WOT-0000933,WO-000366,3,I&C,Save apply rise window religious eat participant,Open,4.1,,GCP-BigQuery
WOT-0000934,WO-000367,1,Structural,Consumer worry sometimes maybe every into walk,Completed,36.27,49.72,GCP-BigQuery
WOT-0000935,WO-000367,2,Mechanical,Figure teach water image fine,Completed,21.34,26.92,GCP-BigQuery
WOT-0000936,WO-000367,3,Piping,Play baby drive behavior,Completed,35.7,28.31,GCP-BigQuery
WOT-0000937,WO-000367,4,I&C,Arm sea never manage them while interest,Completed,2.1,2.3,GCP-BigQuery
WOT-0000938,WO-000368,1,Structural,Usually carry marriage rate quality mother by,In Progress,23.76,,GCP-BigQuery
WOT-0000939,WO-000368,2,Electrical,Pattern treat second,Completed,3.18,,GCP-BigQuery
WOT-0000940,WO-000368,3,Structural,Reflect see each school week statement,In Progress,14.43,,GCP-BigQuery
WOT-0000941,WO-000368,4,Piping,Range amount large collection us shake tough,Open,28.38,,GCP-BigQuery
WOT-0000942,WO-000369,1,Electrical,Avoid style message weight,Completed,4.42,4.22,GCP-BigQuery
WOT-0000943,WO-000369,2,Electrical,Many color wide full quickly story,Completed,28.61,38.79,GCP-BigQuery
WOT-0000944,WO-000370,1,Electrical,Face low enter able,Completed,22.07,16.17,GCP-BigQuery
WOT-0000945,WO-000370,2,Electrical,Notice design fight value poor stay along leg,Completed,10.14,13.54,GCP-BigQuery
WOT-0000946,WO-000370,3,Piping,Summer arm accept leave fear blue glass reveal,Completed,31.5,25.64,GCP-BigQuery
WOT-0000947,WO-000370,4,Piping,Great big man be method child,Completed,22.94,34.25,GCP-BigQuery
WOT-0000948,WO-000371,1,Piping,Tree according show economic,Completed,26.85,21.92,GCP-BigQuery
WOT-0000949,WO-000371,2,Structural,House federal into consider speech board just,Completed,19.13,25.2,GCP-BigQuery
WOT-0000950,WO-000372,1,Electrical,Class government its grow that cup,Completed,26.04,28.88,GCP-BigQuery
