labor_id,wo_id,project_id,craft,worker_ref,hours,hourly_rate,labor_cost,post_date,origin_system
WOL-0001108,WO-000608,PRJ-010,Millwright,WKR-6464,5.81,69.27,402.46,2025-06-04,GCP-BigQuery
WOL-0001109,WO-000608,PRJ-010,Welder,WKR-4169,6.55,69.59,455.81,2025-06-04,GCP-BigQuery
WOL-0001110,WO-000608,PRJ-010,Boilermaker,WKR-3801,7.77,109.87,853.69,2025-06-04,GCP-BigQuery
WOL-0001111,WO-000608,PRJ-010,Instrument Tech,WKR-8579,4.42,51.41,227.23,2025-06-04,GCP-BigQuery
WOL-0001112,WO-000609,PRJ-011,Carpenter,WKR-9636,10.72,133.16,1427.48,2025-03-25,GCP-BigQuery
WOL-0001113,WO-000609,PRJ-011,Millwright,WKR-5031,8.34,125.8,1049.17,2025-03-25,GCP-BigQuery
WOL-0001114,WO-000609,PRJ-011,Operator,WKR-8165,9.87,131.11,1294.06,2025-03-25,GCP-BigQuery
WOL-0001115,WO-000609,PRJ-011,Instrument Tech,WKR-3623,6.16,80.87,498.16,2025-03-25,GCP-BigQuery
WOL-0001116,WO-000610,PRJ-009,Millwright,WKR-1747,10.21,109.03,1113.2,2025-11-01,GCP-BigQuery
WOL-0001117,WO-000610,PRJ-009,Welder,WKR-3972,9.12,81.01,738.81,2025-11-01,GCP-BigQuery
WOL-0001118,WO-000611,PRJ-012,Carpenter,WKR-7567,5.7,93.38,532.27,2025-10-28,GCP-BigQuery
WOL-0001119,WO-000611,PRJ-012,Pipefitter,WKR-4518,9.31,113.53,1056.96,2025-10-28,GCP-BigQuery
WOL-0001120,WO-000611,PRJ-012,Laborer,WKR-5296,8.9,68.77,612.05,2025-10-28,GCP-BigQuery
WOL-0001121,WO-000614,PRJ-012,Ironworker,WKR-8063,8.86,127.34,1128.23,2025-12-23,GCP-BigQuery
WOL-0001122,WO-000614,PRJ-012,Millwright,WKR-1999,10.45,75.07,784.48,2025-12-23,GCP-BigQuery
WOL-0001123,WO-000614,PRJ-012,Ironworker,WKR-5845,10.28,110.91,1140.15,2025-12-23,GCP-BigQuery
WOL-0001124,WO-000615,PRJ-012,Pipefitter,WKR-9935,10.15,72.04,731.21,2026-03-13,GCP-BigQuery
WOL-0001125,WO-000615,PRJ-012,Electrician,WKR-1424,11.37,85.43,971.34,2026-03-13,GCP-BigQuery
WOL-0001126,WO-000615,PRJ-012,Boilermaker,WKR-9556,5.03,120.75,607.37,2026-03-13,GCP-BigQuery
WOL-0001127,WO-000615,PRJ-012,Electrician,WKR-1508,10.32,82.52,851.61,2026-03-13,GCP-BigQuery
WOL-0001128,WO-000616,PRJ-011,Ironworker,WKR-9219,5.76,58.7,338.11,2025-11-28,GCP-BigQuery
WOL-0001129,WO-000616,PRJ-011,Electrician,WKR-4545,3.53,65.91,232.66,2025-11-28,GCP-BigQuery
WOL-0001130,WO-000616,PRJ-011,Operator,WKR-3603,5.82,86.01,500.58,2025-11-28,GCP-BigQuery
WOL-0001131,WO-000616,PRJ-011,Ironworker,WKR-3109,11.6,113.81,1320.2,2025-11-28,GCP-BigQuery
WOL-0001132,WO-000617,PRJ-003,Pipefitter,WKR-7211,9.44,110.58,1043.88,2026-07-13,GCP-BigQuery
WOL-0001133,WO-000617,PRJ-003,Operator,WKR-5152,6.96,97.32,677.35,2026-07-13,GCP-BigQuery
WOL-0001134,WO-000617,PRJ-003,Ironworker,WKR-4196,5.95,71.56,425.78,2026-07-13,GCP-BigQuery
WOL-0001135,WO-000618,PRJ-010,Boilermaker,WKR-3323,7.79,91.49,712.71,2026-05-07,GCP-BigQuery
WOL-0001136,WO-000618,PRJ-010,Electrician,WKR-8684,5.4,80.73,435.94,2026-05-07,GCP-BigQuery
WOL-0001137,WO-000618,PRJ-010,Operator,WKR-1518,5.33,48.69,259.52,2026-05-07,GCP-BigQuery
WOL-0001138,WO-000619,PRJ-005,Millwright,WKR-5451,6.97,64.4,448.87,2025-07-19,GCP-BigQuery
WOL-0001139,WO-000621,PRJ-008,Ironworker,WKR-5992,11.33,105.04,1190.1,2026-06-12,GCP-BigQuery
WOL-0001140,WO-000621,PRJ-008,Pipefitter,WKR-1379,5.81,117.03,679.94,2026-06-12,GCP-BigQuery
WOL-0001141,WO-000622,PRJ-009,Carpenter,WKR-1831,11.25,94.02,1057.72,2026-06-21,GCP-BigQuery
WOL-0001142,WO-000622,PRJ-009,Ironworker,WKR-9922,4.42,126.85,560.68,2026-06-21,GCP-BigQuery
WOL-0001143,WO-000623,PRJ-006,Laborer,WKR-5617,5.21,114.89,598.58,2026-06-30,GCP-BigQuery
WOL-0001144,WO-000623,PRJ-006,Welder,WKR-8633,5.85,108.65,635.6,2026-06-30,GCP-BigQuery
WOL-0001145,WO-000623,PRJ-006,Carpenter,WKR-5078,6.39,91.14,582.38,2026-06-30,GCP-BigQuery
WOL-0001146,WO-000625,PRJ-005,Ironworker,WKR-8726,6.03,53.48,322.48,2026-03-02,GCP-BigQuery
WOL-0001147,WO-000626,PRJ-012,Pipefitter,WKR-9095,8.84,71.77,634.45,2026-02-16,GCP-BigQuery
WOL-0001148,WO-000626,PRJ-012,Boilermaker,WKR-4111,4.82,82.81,399.14,2026-02-16,GCP-BigQuery
WOL-0001149,WO-000626,PRJ-012,Ironworker,WKR-8452,8.41,129.8,1091.62,2026-02-16,GCP-BigQuery
WOL-0001150,WO-000627,PRJ-003,Boilermaker,WKR-3611,7.85,126.45,992.63,2026-08-13,GCP-BigQuery
WOL-0001151,WO-000627,PRJ-003,Welder,WKR-8626,10.65,131.31,1398.45,2026-08-13,GCP-BigQuery
WOL-0001152,WO-000628,PRJ-003,Ironworker,WKR-5119,9.22,89.85,828.42,2025-02-27,GCP-BigQuery
WOL-0001153,WO-000628,PRJ-003,Ironworker,WKR-8657,11.74,69.85,820.04,2025-02-27,GCP-BigQuery
WOL-0001154,WO-000628,PRJ-003,Operator,WKR-9499,7.06,63.39,447.53,2025-02-27,GCP-BigQuery
WOL-0001155,WO-000629,PRJ-006,Laborer,WKR-8536,9.92,97.48,967.0,2025-12-29,GCP-BigQuery
WOL-0001156,WO-000629,PRJ-006,Operator,WKR-6834,5.66,127.5,721.65,2025-12-29,GCP-BigQuery
WOL-0001157,WO-000629,PRJ-006,Boilermaker,WKR-5014,10.03,71.75,719.65,2025-12-29,GCP-BigQuery
WOL-0001158,WO-000630,PRJ-002,Carpenter,WKR-8197,2.51,83.15,208.71,2025-06-06,GCP-BigQuery
WOL-0001159,WO-000630,PRJ-002,Operator,WKR-4812,9.44,122.09,1152.53,2025-06-06,GCP-BigQuery
WOL-0001160,WO-000631,PRJ-004,Ironworker,WKR-6617,11.47,91.35,1047.78,2025-07-27,GCP-BigQuery
WOL-0001161,WO-000631,PRJ-004,Laborer,WKR-1918,10.48,109.05,1142.84,2025-07-27,GCP-BigQuery
WOL-0001162,WO-000631,PRJ-004,Instrument Tech,WKR-7791,5.67,96.08,544.77,2025-07-27,GCP-BigQuery
WOL-0001163,WO-000633,PRJ-003,Ironworker,WKR-2465,9.78,120.87,1182.11,2025-06-07,GCP-BigQuery
WOL-0001164,WO-000634,PRJ-011,Carpenter,WKR-3045,8.16,96.47,787.2,2025-10-27,GCP-BigQuery
WOL-0001165,WO-000634,PRJ-011,Operator,WKR-8355,6.9,95.73,660.54,2025-10-27,GCP-BigQuery
WOL-0001166,WO-000635,PRJ-002,Boilermaker,WKR-7741,2.81,90.39,254.0,2025-09-13,GCP-BigQuery
WOL-0001167,WO-000635,PRJ-002,Laborer,WKR-2426,7.71,75.74,583.96,2025-09-13,GCP-BigQuery
WOL-0001168,WO-000635,PRJ-002,Carpenter,WKR-2809,3.56,76.44,272.13,2025-09-13,GCP-BigQuery
WOL-0001169,WO-000635,PRJ-002,Boilermaker,WKR-3801,9.38,120.71,1132.26,2025-09-13,GCP-BigQuery
WOL-0001170,WO-000639,PRJ-001,Boilermaker,WKR-9050,9.92,110.69,1098.04,2025-12-30,GCP-BigQuery
WOL-0001171,WO-000640,PRJ-009,Carpenter,WKR-3105,9.78,64.55,631.3,2026-06-22,GCP-BigQuery
WOL-0001172,WO-000640,PRJ-009,Millwright,WKR-6137,11.36,100.04,1136.45,2026-06-22,GCP-BigQuery
WOL-0001173,WO-000640,PRJ-009,Ironworker,WKR-5136,11.16,124.06,1384.51,2026-06-22,GCP-BigQuery
WOL-0001174,WO-000643,PRJ-006,Laborer,WKR-7817,10.82,57.9,626.48,2025-11-17,GCP-BigQuery
WOL-0001175,WO-000643,PRJ-006,Carpenter,WKR-3007,11.66,52.26,609.35,2025-11-17,GCP-BigQuery
WOL-0001176,WO-000643,PRJ-006,Carpenter,WKR-1779,9.94,93.24,926.81,2025-11-17,GCP-BigQuery
WOL-0001177,WO-000644,PRJ-008,Welder,WKR-6030,5.24,75.93,397.87,2025-10-08,GCP-BigQuery
WOL-0001178,WO-000644,PRJ-008,Laborer,WKR-9820,8.62,111.94,964.92,2025-10-08,GCP-BigQuery
WOL-0001179,WO-000644,PRJ-008,Pipefitter,WKR-3278,6.28,75.65,475.08,2025-10-08,GCP-BigQuery
WOL-0001180,WO-000644,PRJ-008,Laborer,WKR-6483,11.54,84.83,978.94,2025-10-08,GCP-BigQuery
WOL-0001181,WO-000645,PRJ-010,Laborer,WKR-7973,2.14,76.34,163.37,2026-04-11,GCP-BigQuery
WOL-0001182,WO-000645,PRJ-010,Instrument Tech,WKR-2965,5.6,128.12,717.47,2026-04-11,GCP-BigQuery
WOL-0001183,WO-000645,PRJ-010,Welder,WKR-2773,9.96,65.55,652.88,2026-04-11,GCP-BigQuery
WOL-0001184,WO-000645,PRJ-010,Instrument Tech,WKR-6268,6.46,130.21,841.16,2026-04-11,GCP-BigQuery
WOL-0001185,WO-000647,PRJ-008,Instrument Tech,WKR-2833,2.1,52.93,111.15,2025-03-15,GCP-BigQuery
WOL-0001186,WO-000647,PRJ-008,Pipefitter,WKR-7293,10.2,68.61,699.82,2025-03-15,GCP-BigQuery
WOL-0001187,WO-000648,PRJ-007,Pipefitter,WKR-4694,8.1,98.8,800.28,2025-11-23,GCP-BigQuery
WOL-0001188,WO-000648,PRJ-007,Electrician,WKR-7649,2.04,87.12,177.72,2025-11-23,GCP-BigQuery
WOL-0001189,WO-000649,PRJ-012,Welder,WKR-1393,9.08,49.32,447.83,2026-03-09,GCP-BigQuery
WOL-0001190,WO-000650,PRJ-006,Laborer,WKR-5119,11.5,48.21,554.41,2025-07-24,GCP-BigQuery
WOL-0001191,WO-000650,PRJ-006,Carpenter,WKR-5865,6.14,121.24,744.41,2025-07-24,GCP-BigQuery
WOL-0001192,WO-000650,PRJ-006,Operator,WKR-1693,8.11,65.62,532.18,2025-07-24,GCP-BigQuery
WOL-0001193,WO-000650,PRJ-006,Carpenter,WKR-8490,8.92,102.0,909.84,2025-07-24,GCP-BigQuery
WOL-0001194,WO-000651,PRJ-003,Laborer,WKR-7114,8.31,94.84,788.12,2026-08-04,GCP-BigQuery
WOL-0001195,WO-000652,PRJ-003,Electrician,WKR-9961,10.01,124.77,1248.95,2026-07-05,GCP-BigQuery
WOL-0001196,WO-000652,PRJ-003,Laborer,WKR-7191,6.04,110.37,666.63,2026-07-05,GCP-BigQuery
WOL-0001197,WO-000652,PRJ-003,Instrument Tech,WKR-4852,3.74,103.38,386.64,2026-07-05,GCP-BigQuery
WOL-0001198,WO-000652,PRJ-003,Instrument Tech,WKR-7701,6.51,63.67,414.49,2026-07-05,GCP-BigQuery
WOL-0001199,WO-000654,PRJ-009,Instrument Tech,WKR-4625,7.32,61.63,451.13,2025-12-02,GCP-BigQuery
WOL-0001200,WO-000655,PRJ-003,Welder,WKR-4350,3.0,77.53,232.59,2026-01-17,GCP-BigQuery
WOL-0001201,WO-000655,PRJ-003,Millwright,WKR-6385,10.83,84.15,911.34,2026-01-17,GCP-BigQuery
WOL-0001202,WO-000655,PRJ-003,Pipefitter,WKR-8952,10.75,85.04,914.18,2026-01-17,GCP-BigQuery
WOL-0001203,WO-000656,PRJ-006,Electrician,WKR-2084,5.65,56.24,317.76,2026-04-25,GCP-BigQuery
WOL-0001204,WO-000656,PRJ-006,Ironworker,WKR-4022,11.57,105.15,1216.59,2026-04-25,GCP-BigQuery
WOL-0001205,WO-000657,PRJ-007,Ironworker,WKR-5243,4.78,129.01,616.67,2026-02-07,GCP-BigQuery
WOL-0001206,WO-000657,PRJ-007,Laborer,WKR-4807,4.67,133.93,625.45,2026-02-07,GCP-BigQuery
WOL-0001207,WO-000657,PRJ-007,Instrument Tech,WKR-2604,5.71,51.04,291.44,2026-02-07,GCP-BigQuery
WOL-0001208,WO-000658,PRJ-010,Laborer,WKR-4995,6.83,131.07,895.21,2026-02-07,GCP-BigQuery
WOL-0001209,WO-000659,PRJ-004,Carpenter,WKR-6590,8.16,110.64,902.82,2025-10-28,GCP-BigQuery
WOL-0001210,WO-000660,PRJ-003,Ironworker,WKR-7769,7.78,107.99,840.16,2025-10-19,GCP-BigQuery
WOL-0001211,WO-000660,PRJ-003,Laborer,WKR-7601,5.36,87.99,471.63,2025-10-19,GCP-BigQuery
WOL-0001212,WO-000660,PRJ-003,Instrument Tech,WKR-8010,5.14,63.55,326.65,2025-10-19,GCP-BigQuery
WOL-0001213,WO-000662,PRJ-002,Pipefitter,WKR-6567,3.95,68.25,269.59,2025-06-08,GCP-BigQuery
WOL-0001214,WO-000662,PRJ-002,Laborer,WKR-1576,2.77,50.96,141.16,2025-06-08,GCP-BigQuery
WOL-0001215,WO-000662,PRJ-002,Ironworker,WKR-8462,3.23,85.34,275.65,2025-06-08,GCP-BigQuery
WOL-0001216,WO-000662,PRJ-002,Electrician,WKR-6401,5.42,85.2,461.78,2025-06-08,GCP-BigQuery
WOL-0001217,WO-000663,PRJ-004,Millwright,WKR-4846,6.33,81.61,516.59,2026-03-03,GCP-BigQuery
WOL-0001218,WO-000663,PRJ-004,Millwright,WKR-3819,5.88,48.97,287.94,2026-03-03,GCP-BigQuery
WOL-0001219,WO-000663,PRJ-004,Laborer,WKR-3408,11.77,123.04,1448.18,2026-03-03,GCP-BigQuery
WOL-0001220,WO-000664,PRJ-006,Laborer,WKR-1847,9.51,97.86,930.65,2025-04-13,GCP-BigQuery
WOL-0001221,WO-000666,PRJ-011,Carpenter,WKR-5703,9.76,60.64,591.85,2026-05-09,GCP-BigQuery
WOL-0001222,WO-000669,PRJ-011,Instrument Tech,WKR-2430,3.26,87.56,285.45,2025-05-26,GCP-BigQuery
WOL-0001223,WO-000669,PRJ-011,Millwright,WKR-6148,3.5,132.2,462.7,2025-05-26,GCP-BigQuery
WOL-0001224,WO-000669,PRJ-011,Pipefitter,WKR-8876,4.59,115.55,530.37,2025-05-26,GCP-BigQuery
WOL-0001225,WO-000669,PRJ-011,Instrument Tech,WKR-9149,11.18,129.17,1444.12,2025-05-26,GCP-BigQuery
WOL-0001226,WO-000670,PRJ-006,Instrument Tech,WKR-6716,5.42,128.52,696.58,2026-01-27,GCP-BigQuery
WOL-0001227,WO-000670,PRJ-006,Electrician,WKR-8445,3.69,85.74,316.38,2026-01-27,GCP-BigQuery
WOL-0001228,WO-000670,PRJ-006,Welder,WKR-1730,8.16,126.76,1034.36,2026-01-27,GCP-BigQuery
WOL-0001229,WO-000670,PRJ-006,Boilermaker,WKR-7792,7.54,84.81,639.47,2026-01-27,GCP-BigQuery
WOL-0001230,WO-000672,PRJ-006,Millwright,WKR-6771,3.01,52.23,157.21,2026-04-23,GCP-BigQuery
WOL-0001231,WO-000672,PRJ-006,Carpenter,WKR-4005,7.35,83.44,613.28,2026-04-23,GCP-BigQuery
WOL-0001232,WO-000672,PRJ-006,Instrument Tech,WKR-4792,2.52,107.21,270.17,2026-04-23,GCP-BigQuery
WOL-0001233,WO-000673,PRJ-006,Boilermaker,WKR-9719,10.93,112.17,1226.02,2026-06-22,GCP-BigQuery
WOL-0001234,WO-000673,PRJ-006,Welder,WKR-7841,8.57,59.51,510.0,2026-06-22,GCP-BigQuery
WOL-0001235,WO-000673,PRJ-006,Electrician,WKR-7077,9.14,58.95,538.8,2026-06-22,GCP-BigQuery
WOL-0001236,WO-000674,PRJ-003,Welder,WKR-9364,10.98,112.23,1232.29,2025-08-02,GCP-BigQuery
WOL-0001237,WO-000674,PRJ-003,Laborer,WKR-6690,10.82,75.19,813.56,2025-08-02,GCP-BigQuery
WOL-0001238,WO-000675,PRJ-012,Millwright,WKR-2273,8.97,78.32,702.53,2025-11-12,GCP-BigQuery
WOL-0001239,WO-000675,PRJ-012,Pipefitter,WKR-9903,2.94,115.08,338.34,2025-11-12,GCP-BigQuery
WOL-0001240,WO-000675,PRJ-012,Pipefitter,WKR-3357,7.99,122.63,979.81,2025-11-12,GCP-BigQuery
WOL-0001241,WO-000676,PRJ-001,Electrician,WKR-9301,6.13,66.15,405.5,2025-12-08,GCP-BigQuery
WOL-0001242,WO-000676,PRJ-001,Welder,WKR-9477,7.66,83.27,637.85,2025-12-08,GCP-BigQuery
WOL-0001243,WO-000676,PRJ-001,Operator,WKR-1977,4.15,86.48,358.89,2025-12-08,GCP-BigQuery
WOL-0001244,WO-000677,PRJ-003,Electrician,WKR-9591,5.99,108.87,652.13,2025-08-10,GCP-BigQuery
WOL-0001245,WO-000677,PRJ-003,Millwright,WKR-2151,8.9,118.05,1050.64,2025-08-10,GCP-BigQuery
WOL-0001246,WO-000678,PRJ-008,Laborer,WKR-2324,2.45,115.31,282.51,2025-05-21,GCP-BigQuery
WOL-0001247,WO-000678,PRJ-008,Carpenter,WKR-7369,8.98,80.33,721.36,2025-05-21,GCP-BigQuery
WOL-0001248,WO-000678,PRJ-008,Electrician,WKR-2129,4.14,104.11,431.02,2025-05-21,GCP-BigQuery
WOL-0001249,WO-000678,PRJ-008,Laborer,WKR-4030,3.7,101.46,375.4,2025-05-21,GCP-BigQuery
WOL-0001250,WO-000679,PRJ-009,Operator,WKR-1031,8.85,102.08,903.41,2025-06-04,GCP-BigQuery
WOL-0001251,WO-000679,PRJ-009,Operator,WKR-4909,9.94,127.29,1265.26,2025-06-04,GCP-BigQuery
WOL-0001252,WO-000679,PRJ-009,Pipefitter,WKR-5892,7.72,113.14,873.44,2025-06-04,GCP-BigQuery
WOL-0001253,WO-000680,PRJ-002,Carpenter,WKR-6150,4.64,71.23,330.51,2026-05-25,GCP-BigQuery
WOL-0001254,WO-000682,PRJ-006,Millwright,WKR-9928,8.66,101.09,875.44,2025-04-13,GCP-BigQuery
WOL-0001255,WO-000682,PRJ-006,Instrument Tech,WKR-9395,4.52,114.76,518.72,2025-04-13,GCP-BigQuery
WOL-0001256,WO-000683,PRJ-007,Instrument Tech,WKR-3708,3.31,65.42,216.54,2025-06-28,GCP-BigQuery
WOL-0001257,WO-000683,PRJ-007,Carpenter,WKR-1178,11.36,76.39,867.79,2025-06-28,GCP-BigQuery
WOL-0001258,WO-000683,PRJ-007,Electrician,WKR-4625,3.42,50.8,173.74,2025-06-28,GCP-BigQuery
WOL-0001259,WO-000684,PRJ-002,Operator,WKR-8608,6.5,120.99,786.43,2026-02-09,GCP-BigQuery
WOL-0001260,WO-000685,PRJ-001,Operator,WKR-7071,6.7,116.48,780.42,2026-01-05,GCP-BigQuery
WOL-0001261,WO-000686,PRJ-007,Laborer,WKR-4085,4.74,91.57,434.04,2025-04-12,GCP-BigQuery
WOL-0001262,WO-000687,PRJ-002,Laborer,WKR-3802,3.68,118.98,437.85,2026-08-03,GCP-BigQuery
WOL-0001263,WO-000687,PRJ-002,Pipefitter,WKR-7344,2.93,114.62,335.84,2026-08-03,GCP-BigQuery
WOL-0001264,WO-000687,PRJ-002,Laborer,WKR-3506,10.84,125.61,1361.61,2026-08-03,GCP-BigQuery
WOL-0001265,WO-000688,PRJ-001,Instrument Tech,WKR-5505,11.99,69.21,829.83,2025-10-31,GCP-BigQuery
WOL-0001266,WO-000688,PRJ-001,Boilermaker,WKR-5672,11.1,56.97,632.37,2025-10-31,GCP-BigQuery
WOL-0001267,WO-000689,PRJ-003,Electrician,WKR-6591,6.88,125.69,864.75,2026-06-06,GCP-BigQuery
WOL-0001268,WO-000689,PRJ-003,Boilermaker,WKR-1604,8.71,115.25,1003.83,2026-06-06,GCP-BigQuery
WOL-0001269,WO-000689,PRJ-003,Millwright,WKR-9604,8.28,128.38,1062.99,2026-06-06,GCP-BigQuery
WOL-0001270,WO-000689,PRJ-003,Instrument Tech,WKR-6698,11.68,104.19,1216.94,2026-06-06,GCP-BigQuery
WOL-0001271,WO-000690,PRJ-009,Ironworker,WKR-4425,8.08,101.25,818.1,2025-04-14,GCP-BigQuery
WOL-0001272,WO-000690,PRJ-009,Pipefitter,WKR-8929,2.89,101.89,294.46,2025-04-14,GCP-BigQuery
WOL-0001273,WO-000690,PRJ-009,Millwright,WKR-5743,5.01,64.83,324.8,2025-04-14,GCP-BigQuery
WOL-0001274,WO-000690,PRJ-009,Laborer,WKR-6555,11.64,102.61,1194.38,2025-04-14,GCP-BigQuery
WOL-0001275,WO-000691,PRJ-009,Instrument Tech,WKR-2381,10.84,66.96,725.85,2026-07-13,GCP-BigQuery
WOL-0001276,WO-000691,PRJ-009,Operator,WKR-6245,4.12,56.37,232.24,2026-07-13,GCP-BigQuery
WOL-0001277,WO-000691,PRJ-009,Electrician,WKR-6520,4.83,127.42,615.44,2026-07-13,GCP-BigQuery
WOL-0001278,WO-000691,PRJ-009,Ironworker,WKR-9577,5.6,133.66,748.5,2026-07-13,GCP-BigQuery
WOL-0001279,WO-000692,PRJ-001,Operator,WKR-9264,9.92,133.02,1319.56,2026-07-26,GCP-BigQuery
WOL-0001280,WO-000692,PRJ-001,Instrument Tech,WKR-9960,10.8,53.64,579.31,2026-07-26,GCP-BigQuery
WOL-0001281,WO-000692,PRJ-001,Ironworker,WKR-3604,7.03,51.28,360.5,2026-07-26,GCP-BigQuery
WOL-0001282,WO-000692,PRJ-001,Pipefitter,WKR-7669,2.22,73.58,163.35,2026-07-26,GCP-BigQuery
WOL-0001283,WO-000693,PRJ-005,Ironworker,WKR-6523,6.23,118.71,739.56,2026-02-09,GCP-BigQuery
WOL-0001284,WO-000694,PRJ-001,Instrument Tech,WKR-4957,2.32,121.04,280.81,2026-05-02,GCP-BigQuery
WOL-0001285,WO-000694,PRJ-001,Electrician,WKR-7266,5.03,92.96,467.59,2026-05-02,GCP-BigQuery
WOL-0001286,WO-000694,PRJ-001,Carpenter,WKR-4753,11.98,116.09,1390.76,2026-05-02,GCP-BigQuery
WOL-0001287,WO-000695,PRJ-009,Welder,WKR-2299,7.28,105.91,771.02,2025-11-08,GCP-BigQuery
WOL-0001288,WO-000695,PRJ-009,Pipefitter,WKR-9815,4.69,133.66,626.87,2025-11-08,GCP-BigQuery
WOL-0001289,WO-000695,PRJ-009,Electrician,WKR-3065,5.23,68.97,360.71,2025-11-08,GCP-BigQuery
WOL-0001290,WO-000696,PRJ-001,Boilermaker,WKR-8721,4.24,104.42,442.74,2026-03-01,GCP-BigQuery
WOL-0001291,WO-000697,PRJ-008,Laborer,WKR-7996,3.04,72.09,219.15,2026-02-05,GCP-BigQuery
WOL-0001292,WO-000698,PRJ-007,Millwright,WKR-5178,6.71,105.13,705.42,2025-10-17,GCP-BigQuery
WOL-0001293,WO-000698,PRJ-007,Operator,WKR-2265,5.07,111.59,565.76,2025-10-17,GCP-BigQuery
WOL-0001294,WO-000699,PRJ-009,Instrument Tech,WKR-9338,8.44,87.23,736.22,2025-10-13,GCP-BigQuery
WOL-0001295,WO-000699,PRJ-009,Welder,WKR-9238,11.82,115.35,1363.44,2025-10-13,GCP-BigQuery
WOL-0001296,WO-000701,PRJ-005,Electrician,WKR-8907,8.54,65.26,557.32,2025-11-21,GCP-BigQuery
WOL-0001297,WO-000701,PRJ-005,Welder,WKR-9345,7.23,112.55,813.74,2025-11-21,GCP-BigQuery
WOL-0001298,WO-000702,PRJ-006,Electrician,WKR-9336,10.69,96.66,1033.3,2025-10-05,GCP-BigQuery
WOL-0001299,WO-000702,PRJ-006,Operator,WKR-3065,10.88,121.87,1325.95,2025-10-05,GCP-BigQuery
WOL-0001300,WO-000702,PRJ-006,Operator,WKR-9783,7.31,112.05,819.09,2025-10-05,GCP-BigQuery
WOL-0001301,WO-000703,PRJ-009,Pipefitter,WKR-9805,5.27,77.78,409.9,2025-08-14,GCP-BigQuery
WOL-0001302,WO-000703,PRJ-009,Welder,WKR-3990,10.17,51.92,528.03,2025-08-14,GCP-BigQuery
WOL-0001303,WO-000703,PRJ-009,Millwright,WKR-5524,9.12,83.39,760.52,2025-08-14,GCP-BigQuery
WOL-0001304,WO-000703,PRJ-009,Electrician,WKR-1543,8.11,93.47,758.04,2025-08-14,GCP-BigQuery
WOL-0001305,WO-000705,PRJ-002,Electrician,WKR-2676,9.49,133.8,1269.76,2025-08-19,GCP-BigQuery
WOL-0001306,WO-000705,PRJ-002,Electrician,WKR-7411,9.62,95.99,923.42,2025-08-19,GCP-BigQuery
WOL-0001307,WO-000705,PRJ-002,Laborer,WKR-1411,6.68,66.48,444.09,2025-08-19,GCP-BigQuery
WOL-0001308,WO-000705,PRJ-002,Carpenter,WKR-2462,10.38,118.89,1234.08,2025-08-19,GCP-BigQuery
WOL-0001309,WO-000706,PRJ-008,Instrument Tech,WKR-2293,9.38,96.51,905.26,2025-05-07,GCP-BigQuery
WOL-0001310,WO-000706,PRJ-008,Millwright,WKR-1953,10.81,103.89,1123.05,2025-05-07,GCP-BigQuery
WOL-0001311,WO-000706,PRJ-008,Operator,WKR-2957,8.52,110.75,943.59,2025-05-07,GCP-BigQuery
WOL-0001312,WO-000708,PRJ-012,Millwright,WKR-8528,11.23,72.87,818.33,2026-05-04,GCP-BigQuery
WOL-0001313,WO-000710,PRJ-006,Laborer,WKR-7022,8.51,100.05,851.43,2026-03-14,GCP-BigQuery
WOL-0001314,WO-000710,PRJ-006,Electrician,WKR-8746,6.36,101.21,643.7,2026-03-14,GCP-BigQuery
WOL-0001315,WO-000711,PRJ-007,Carpenter,WKR-3989,3.11,134.43,418.08,2025-10-03,GCP-BigQuery
WOL-0001316,WO-000712,PRJ-010,Millwright,WKR-4252,4.52,104.2,470.98,2025-05-06,GCP-BigQuery
WOL-0001317,WO-000712,PRJ-010,Boilermaker,WKR-2388,9.9,92.59,916.64,2025-05-06,GCP-BigQuery
WOL-0001318,WO-000713,PRJ-007,Carpenter,WKR-8440,6.83,52.8,360.62,2025-09-30,GCP-BigQuery
WOL-0001319,WO-000715,PRJ-008,Electrician,WKR-6808,4.17,88.02,367.04,2026-02-28,GCP-BigQuery
WOL-0001320,WO-000715,PRJ-008,Electrician,WKR-6312,7.39,88.08,650.91,2026-02-28,GCP-BigQuery
WOL-0001321,WO-000715,PRJ-008,Carpenter,WKR-5248,2.88,98.18,282.76,2026-02-28,GCP-BigQuery
WOL-0001322,WO-000715,PRJ-008,Operator,WKR-6267,3.28,103.37,339.05,2026-02-28,GCP-BigQuery
WOL-0001323,WO-000717,PRJ-006,Boilermaker,WKR-7484,9.88,129.36,1278.08,2026-02-13,GCP-BigQuery
WOL-0001324,WO-000717,PRJ-006,Laborer,WKR-3027,5.94,128.08,760.8,2026-02-13,GCP-BigQuery
WOL-0001325,WO-000717,PRJ-006,Electrician,WKR-8849,7.84,114.61,898.54,2026-02-13,GCP-BigQuery
WOL-0001326,WO-000717,PRJ-006,Operator,WKR-7533,11.17,55.39,618.71,2026-02-13,GCP-BigQuery
WOL-0001327,WO-000718,PRJ-006,Welder,WKR-3166,9.79,108.96,1066.72,2025-09-28,GCP-BigQuery
WOL-0001328,WO-000718,PRJ-006,Electrician,WKR-2290,10.33,88.18,910.9,2025-09-28,GCP-BigQuery
